n_clusters,n_singletons,n_non_singletons,n_seq_non_singletons,i_subsample_step,curr_subsample_step,n_new_clusters,n_new_samples,n_new_clusters_per_sample,n_new_seq_non_singleton,n_new_seq_non_singleton_per_sample,n_new_clusters_non_singleton,n_new_clusters_non_singleton_per_sample,i_subsample
70338,53655,16683,57345,120,111000,498,1000,0.498,660,0.66,158,0.158,73
70783,53920,16863,58080,121,112000,445,1000,0.445,735,0.735,180,0.18,73
71248,54224,17024,58776,122,113000,465,1000,0.465,696,0.696,161,0.161,73
71704,54512,17192,59488,123,114000,456,1000,0.456,712,0.712,168,0.168,73
71869,54638,17231,59660,124,114298,165,298,0.5536912751677853,172,0.5771812080536913,39,0.13087248322147652,73
99,98,1,2,1,100,NA,NA,NA,NA,NA,NA,NA,74
198,196,2,4,2,200,99,100,0.99,2,0.02,1,0.01,74
297,294,3,6,3,300,99,100,0.99,2,0.02,1,0.01,74
395,392,3,8,4,400,98,100,0.98,2,0.02,0,0,74
491,484,7,16,5,500,96,100,0.96,8,0.08,4,0.04,74
590,582,8,18,6,600,99,100,0.99,2,0.02,1,0.01,74
687,676,11,24,7,700,97,100,0.97,6,0.06,3,0.03,74
787,776,11,24,8,800,100,100,1,0,0,0,0,74
882,869,13,31,9,900,95,100,0.95,7,0.07,2,0.02,74
981,967,14,33,10,1000,99,100,0.99,2,0.02,1,0.01,74
1940,1897,43,103,11,2000,959,1000,0.959,70,0.07,29,0.029,74
2887,2805,82,195,12,3000,947,1000,0.947,92,0.092,39,0.039,74
3814,3679,135,321,13,4000,927,1000,0.927,126,0.126,53,0.053,74
4717,4523,194,477,14,5000,903,1000,0.903,156,0.156,59,0.059,74
5612,5348,264,652,15,6000,895,1000,0.895,175,0.175,70,0.07,74
6489,6143,346,857,16,7000,877,1000,0.877,205,0.205,82,0.082,74
7341,6896,445,1104,17,8000,852,1000,0.852,247,0.247,99,0.099,74
8208,7693,515,1307,18,9000,867,1000,0.867,203,0.203,70,0.07,74
9042,8413,629,1587,19,10000,834,1000,0.834,280,0.28,114,0.114,74
9864,9138,726,1862,20,11000,822,1000,0.822,275,0.275,97,0.097,74
10687,9859,828,2141,21,12000,823,1000,0.823,279,0.279,102,0.102,74
11492,10550,942,2450,22,13000,805,1000,0.805,309,0.309,114,0.114,74
12293,11240,1053,2760,23,14000,801,1000,0.801,310,0.31,111,0.111,74
13073,11896,1177,3104,24,15000,780,1000,0.78,344,0.344,124,0.124,74
13848,12552,1296,3448,25,16000,775,1000,0.775,344,0.344,119,0.119,74
14623,13201,1422,3799,26,17000,775,1000,0.775,351,0.351,126,0.126,74
15395,13833,1562,4167,27,18000,772,1000,0.772,368,0.368,140,0.14,74
16144,14450,1694,4550,28,19000,749,1000,0.749,383,0.383,132,0.132,74
16884,15049,1835,4951,29,20000,740,1000,0.74,401,0.401,141,0.141,74
17627,15665,1962,5335,30,21000,743,1000,0.743,384,0.384,127,0.127,74
18374,16283,2091,5717,31,22000,747,1000,0.747,382,0.382,129,0.129,74
19116,16895,2221,6105,32,23000,742,1000,0.742,388,0.388,130,0.13,74
19848,17488,2360,6512,33,24000,732,1000,0.732,407,0.407,139,0.139,74
20571,18048,2523,6952,34,25000,723,1000,0.723,440,0.44,163,0.163,74
21286,18627,2659,7373,35,26000,715,1000,0.715,421,0.421,136,0.136,74
22016,19222,2794,7778,36,27000,730,1000,0.73,405,0.405,135,0.135,74
22694,19757,2937,8243,37,28000,678,1000,0.678,465,0.465,143,0.143,74
23425,20349,3076,8651,38,29000,731,1000,0.731,408,0.408,139,0.139,74
24121,20886,3235,9114,39,30000,696,1000,0.696,463,0.463,159,0.159,74
24821,21432,3389,9568,40,31000,700,1000,0.7,454,0.454,154,0.154,74
25493,21939,3554,10061,41,32000,672,1000,0.672,493,0.493,165,0.165,74
26187,22477,3710,10523,42,33000,694,1000,0.694,462,0.462,156,0.156,74
26879,23023,3856,10977,43,34000,692,1000,0.692,454,0.454,146,0.146,74
27549,23535,4014,11465,44,35000,670,1000,0.67,488,0.488,158,0.158,74
28209,24039,4170,11961,45,36000,660,1000,0.66,496,0.496,156,0.156,74
28873,24541,4332,12459,46,37000,664,1000,0.664,498,0.498,162,0.162,74
29530,25033,4497,12967,47,38000,657,1000,0.657,508,0.508,165,0.165,74
30176,25517,4659,13483,48,39000,646,1000,0.646,516,0.516,162,0.162,74
30824,25993,4831,14007,49,40000,648,1000,0.648,524,0.524,172,0.172,74
31502,26533,4969,14467,50,41000,678,1000,0.678,460,0.46,138,0.138,74
32149,27009,5140,14991,51,42000,647,1000,0.647,524,0.524,171,0.171,74
32801,27504,5297,15496,52,43000,652,1000,0.652,505,0.505,157,0.157,74
33447,27992,5455,16008,53,44000,646,1000,0.646,512,0.512,158,0.158,74
34050,28421,5629,16579,54,45000,603,1000,0.603,571,0.571,174,0.174,74
34674,28859,5815,17141,55,46000,624,1000,0.624,562,0.562,186,0.186,74
35305,29331,5974,17669,56,47000,631,1000,0.631,528,0.528,159,0.159,74
35911,29763,6148,18237,57,48000,606,1000,0.606,568,0.568,174,0.174,74
36521,30202,6319,18798,58,49000,610,1000,0.61,561,0.561,171,0.171,74
37126,30634,6492,19366,59,50000,605,1000,0.605,568,0.568,173,0.173,74
37768,31143,6625,19857,60,51000,642,1000,0.642,491,0.491,133,0.133,74
38391,31613,6778,20387,61,52000,623,1000,0.623,530,0.53,153,0.153,74
38996,32052,6944,20948,62,53000,605,1000,0.605,561,0.561,166,0.166,74
39628,32541,7087,21459,63,54000,632,1000,0.632,511,0.511,143,0.143,74
40214,32961,7253,22039,64,55000,586,1000,0.586,580,0.58,166,0.166,74
40848,33457,7391,22543,65,56000,634,1000,0.634,504,0.504,138,0.138,74
41447,33901,7546,23099,66,57000,599,1000,0.599,556,0.556,155,0.155,74
42058,34359,7699,23641,67,58000,611,1000,0.611,542,0.542,153,0.153,74
42654,34803,7851,24197,68,59000,596,1000,0.596,556,0.556,152,0.152,74
43239,35204,8035,24796,69,60000,585,1000,0.585,599,0.599,184,0.184,74
43821,35626,8195,25374,70,61000,582,1000,0.582,578,0.578,160,0.16,74
44413,36055,8358,25945,71,62000,592,1000,0.592,571,0.571,163,0.163,74
44991,36472,8519,26528,72,63000,578,1000,0.578,583,0.583,161,0.161,74
45557,36867,8690,27133,73,64000,566,1000,0.566,605,0.605,171,0.171,74
46148,37295,8853,27705,74,65000,591,1000,0.591,572,0.572,163,0.163,74
46699,37670,9029,28330,75,66000,551,1000,0.551,625,0.625,176,0.176,74
47261,38051,9210,28949,76,67000,562,1000,0.562,619,0.619,181,0.181,74
47821,38430,9391,29570,77,68000,560,1000,0.56,621,0.621,181,0.181,74
48375,38811,9564,30189,78,69000,554,1000,0.554,619,0.619,173,0.173,74
48938,39213,9725,30787,79,70000,563,1000,0.563,598,0.598,161,0.161,74
49494,39607,9887,31393,80,71000,556,1000,0.556,606,0.606,162,0.162,74
50043,39980,10063,32020,81,72000,549,1000,0.549,627,0.627,176,0.176,74
50593,40349,10244,32651,82,73000,550,1000,0.55,631,0.631,181,0.181,74
51139,40719,10420,33281,83,74000,546,1000,0.546,630,0.63,176,0.176,74
51663,41051,10612,33949,84,75000,524,1000,0.524,668,0.668,192,0.192,74
52227,41448,10779,34552,85,76000,564,1000,0.564,603,0.603,167,0.167,74
52768,41813,10955,35187,86,77000,541,1000,0.541,635,0.635,176,0.176,74
53319,42189,11130,35811,87,78000,551,1000,0.551,624,0.624,175,0.175,74
53843,42529,11314,36471,88,79000,524,1000,0.524,660,0.66,184,0.184,74
54377,42881,11496,37119,89,80000,534,1000,0.534,648,0.648,182,0.182,74
54954,43302,11652,37698,90,81000,577,1000,0.577,579,0.579,156,0.156,74
55499,43694,11805,38306,91,82000,545,1000,0.545,608,0.608,153,0.153,74
56050,44097,11953,38903,92,83000,551,1000,0.551,597,0.597,148,0.148,74
56577,44446,12131,39554,93,84000,527,1000,0.527,651,0.651,178,0.178,74
57097,44781,12316,40219,94,85000,520,1000,0.52,665,0.665,185,0.185,74
57640,45171,12469,40829,95,86000,543,1000,0.543,610,0.61,153,0.153,74
58149,45513,12636,41487,96,87000,509,1000,0.509,658,0.658,167,0.167,74
58678,45867,12811,42133,97,88000,529,1000,0.529,646,0.646,175,0.175,74
59186,46221,12965,42779,98,89000,508,1000,0.508,646,0.646,154,0.154,74
59702,46583,13119,43417,99,90000,516,1000,0.516,638,0.638,154,0.154,74
60224,46926,13298,44074,100,91000,522,1000,0.522,657,0.657,179,0.179,74
60737,47274,13463,44726,101,92000,513,1000,0.513,652,0.652,165,0.165,74
61265,47640,13625,45360,102,93000,528,1000,0.528,634,0.634,162,0.162,74
61802,48004,13798,45996,103,94000,537,1000,0.537,636,0.636,173,0.173,74
62322,48365,13957,46635,104,95000,520,1000,0.52,639,0.639,159,0.159,74
62808,48644,14164,47356,105,96000,486,1000,0.486,721,0.721,207,0.207,74
63321,48980,14341,48020,106,97000,513,1000,0.513,664,0.664,177,0.177,74
63837,49329,14508,48671,107,98000,516,1000,0.516,651,0.651,167,0.167,74
64320,49636,14684,49364,108,99000,483,1000,0.483,693,0.693,176,0.176,74
64817,49971,14846,50029,109,100000,497,1000,0.497,665,0.665,162,0.162,74
65331,50316,15015,50684,110,101000,514,1000,0.514,655,0.655,169,0.169,74
65840,50678,15162,51322,111,102000,509,1000,0.509,638,0.638,147,0.147,74
66335,51005,15330,51995,112,103000,495,1000,0.495,673,0.673,168,0.168,74
66834,51333,15501,52667,113,104000,499,1000,0.499,672,0.672,171,0.171,74
67315,51614,15701,53386,114,105000,481,1000,0.481,719,0.719,200,0.2,74
67822,51954,15868,54046,115,106000,507,1000,0.507,660,0.66,167,0.167,74
68318,52285,16033,54715,116,107000,496,1000,0.496,669,0.669,165,0.165,74
68804,52609,16195,55391,117,108000,486,1000,0.486,676,0.676,162,0.162,74
69321,52975,16346,56025,118,109000,517,1000,0.517,634,0.634,151,0.151,74
69800,53285,16515,56715,119,110000,479,1000,0.479,690,0.69,169,0.169,74
70293,53614,16679,57386,120,111000,493,1000,0.493,671,0.671,164,0.164,74
70793,53956,16837,58044,121,112000,500,1000,0.5,658,0.658,158,0.158,74
71254,54248,17006,58752,122,113000,461,1000,0.461,708,0.708,169,0.169,74
71729,54548,17181,59452,123,114000,475,1000,0.475,700,0.7,175,0.175,74
71869,54638,17231,59660,124,114298,140,298,0.4697986577181208,208,0.697986577181208,50,0.16778523489932887,74
100,100,0,0,1,100,NA,NA,NA,NA,NA,NA,NA,75
200,200,0,0,2,200,100,100,1,0,0,0,0,75
299,298,1,2,3,300,99,100,0.99,2,0.02,1,0.01,75
397,394,3,6,4,400,98,100,0.98,4,0.04,2,0.02,75
493,486,7,14,5,500,96,100,0.96,8,0.08,4,0.04,75
592,584,8,16,6,600,99,100,0.99,2,0.02,1,0.01,75
690,680,10,20,7,700,98,100,0.98,4,0.04,2,0.02,75
789,778,11,22,8,800,99,100,0.99,2,0.02,1,0.01,75
889,878,11,22,9,900,100,100,1,0,0,0,0,75
987,975,12,25,10,1000,98,100,0.98,3,0.03,1,0.01,75
1940,1890,50,110,11,2000,953,1000,0.953,85,0.085,38,0.038,75
2866,2766,100,234,12,3000,926,1000,0.926,124,0.124,50,0.05,75
3795,3647,148,353,13,4000,929,1000,0.929,119,0.119,48,0.048,75
4695,4479,216,521,14,5000,900,1000,0.9,168,0.168,68,0.068,75
5592,5308,284,692,15,6000,897,1000,0.897,171,0.171,68,0.068,75
6464,6087,377,913,16,7000,872,1000,0.872,221,0.221,93,0.093,75
7355,6901,454,1099,17,8000,891,1000,0.891,186,0.186,77,0.077,75
8208,7663,545,1337,18,9000,853,1000,0.853,238,0.238,91,0.091,75
9046,8415,631,1585,19,10000,838,1000,0.838,248,0.248,86,0.086,75
9861,9117,744,1883,20,11000,815,1000,0.815,298,0.298,113,0.113,75
10677,9822,855,2178,21,12000,816,1000,0.816,295,0.295,111,0.111,75
11484,10512,972,2488,22,13000,807,1000,0.807,310,0.31,117,0.117,75
12303,11230,1073,2770,23,14000,819,1000,0.819,282,0.282,101,0.101,75
13097,11896,1201,3104,24,15000,794,1000,0.794,334,0.334,128,0.128,75
13881,12565,1316,3435,25,16000,784,1000,0.784,331,0.331,115,0.115,75
14652,13214,1438,3786,26,17000,771,1000,0.771,351,0.351,122,0.122,75
15417,13848,1569,4152,27,18000,765,1000,0.765,366,0.366,131,0.131,75
16207,14531,1676,4469,28,19000,790,1000,0.79,317,0.317,107,0.107,75
16977,15177,1800,4823,29,20000,770,1000,0.77,354,0.354,124,0.124,75
17740,15807,1933,5193,30,21000,763,1000,0.763,370,0.37,133,0.133,75
18497,16427,2070,5573,31,22000,757,1000,0.757,380,0.38,137,0.137,75
19209,16990,2219,6010,32,23000,712,1000,0.712,437,0.437,149,0.149,75
19947,17615,2332,6385,33,24000,738,1000,0.738,375,0.375,113,0.113,75
20703,18229,2474,6771,34,25000,756,1000,0.756,386,0.386,142,0.142,75
21418,18803,2615,7197,35,26000,715,1000,0.715,426,0.426,141,0.141,75
22134,19367,2767,7633,36,27000,716,1000,0.716,436,0.436,152,0.152,75
22849,19928,2921,8072,37,28000,715,1000,0.715,439,0.439,154,0.154,75
23559,20497,3062,8503,38,29000,710,1000,0.71,431,0.431,141,0.141,75
24262,21069,3193,8931,39,30000,703,1000,0.703,428,0.428,131,0.131,75
24944,21595,3349,9405,40,31000,682,1000,0.682,474,0.474,156,0.156,75
25648,22161,3487,9839,41,32000,704,1000,0.704,434,0.434,138,0.138,75
26333,22703,3630,10297,42,33000,685,1000,0.685,458,0.458,143,0.143,75
27017,23237,3780,10763,43,34000,684,1000,0.684,466,0.466,150,0.15,75
27687,23749,3938,11251,44,35000,670,1000,0.67,488,0.488,158,0.158,75
28379,24294,4085,11706,45,36000,692,1000,0.692,455,0.455,147,0.147,75
29062,24833,4229,12167,46,37000,683,1000,0.683,461,0.461,144,0.144,75
29683,25285,4398,12715,47,38000,621,1000,0.621,548,0.548,169,0.169,75
30336,25785,4551,13215,48,39000,653,1000,0.653,500,0.5,153,0.153,75
30996,26279,4717,13721,49,40000,660,1000,0.66,506,0.506,166,0.166,75
31636,26768,4868,14232,50,41000,640,1000,0.64,511,0.511,151,0.151,75
32263,27240,5023,14760,51,42000,627,1000,0.627,528,0.528,155,0.155,75
32912,27737,5175,15263,52,43000,649,1000,0.649,503,0.503,152,0.152,75
33565,28251,5314,15749,53,44000,653,1000,0.653,486,0.486,139,0.139,75
34188,28706,5482,16294,54,45000,623,1000,0.623,545,0.545,168,0.168,75
34827,29194,5633,16806,55,46000,639,1000,0.639,512,0.512,151,0.151,75
35449,29651,5798,17349,56,47000,622,1000,0.622,543,0.543,165,0.165,75
36042,30080,5962,17920,57,48000,593,1000,0.593,571,0.571,164,0.164,75
36649,30526,6123,18474,58,49000,607,1000,0.607,554,0.554,161,0.161,75
37235,30934,6301,19066,59,50000,586,1000,0.586,592,0.592,178,0.178,75
37844,31376,6468,19624,60,51000,609,1000,0.609,558,0.558,167,0.167,75
38462,31829,6633,20171,61,52000,618,1000,0.618,547,0.547,165,0.165,75
39082,32275,6807,20725,62,53000,620,1000,0.62,554,0.554,174,0.174,75
39678,32699,6979,21301,63,54000,596,1000,0.596,576,0.576,172,0.172,75
40306,33163,7143,21837,64,55000,628,1000,0.628,536,0.536,164,0.164,75
40906,33591,7315,22409,65,56000,600,1000,0.6,572,0.572,172,0.172,75
41523,34055,7468,22945,66,57000,617,1000,0.617,536,0.536,153,0.153,75
42078,34431,7647,23569,67,58000,555,1000,0.555,624,0.624,179,0.179,75
42655,34832,7823,24168,68,59000,577,1000,0.577,599,0.599,176,0.176,75
43250,35278,7972,24722,69,60000,595,1000,0.595,554,0.554,149,0.149,75
43827,35689,8138,25311,70,61000,577,1000,0.577,589,0.589,166,0.166,75
44406,36097,8309,25903,71,62000,579,1000,0.579,592,0.592,171,0.171,75
44966,36488,8478,26512,72,63000,560,1000,0.56,609,0.609,169,0.169,75
45533,36883,8650,27117,73,64000,567,1000,0.567,605,0.605,172,0.172,75
46121,37313,8808,27687,74,65000,588,1000,0.588,570,0.57,158,0.158,75
46684,37711,8973,28289,75,66000,563,1000,0.563,602,0.602,165,0.165,75
47269,38153,9116,28847,76,67000,585,1000,0.585,558,0.558,143,0.143,75
47811,38508,9303,29492,77,68000,542,1000,0.542,645,0.645,187,0.187,75
48359,38890,9469,30110,78,69000,548,1000,0.548,618,0.618,166,0.166,75
48916,39271,9645,30729,79,70000,557,1000,0.557,619,0.619,176,0.176,75
49491,39664,9827,31336,80,71000,575,1000,0.575,607,0.607,182,0.182,75
50033,40010,10023,31990,81,72000,542,1000,0.542,654,0.654,196,0.196,75
50590,40419,10171,32581,82,73000,557,1000,0.557,591,0.591,148,0.148,75
51122,40768,10354,33232,83,74000,532,1000,0.532,651,0.651,183,0.183,75
51655,41132,10523,33868,84,75000,533,1000,0.533,636,0.636,169,0.169,75
52221,41540,10681,34460,85,76000,566,1000,0.566,592,0.592,158,0.158,75
52760,41905,10855,35095,86,77000,539,1000,0.539,635,0.635,174,0.174,75
53304,42291,11013,35709,87,78000,544,1000,0.544,614,0.614,158,0.158,75
53843,42639,11204,36361,88,79000,539,1000,0.539,652,0.652,191,0.191,75
54396,43012,11384,36988,89,80000,553,1000,0.553,627,0.627,180,0.18,75
54921,43359,11562,37641,90,81000,525,1000,0.525,653,0.653,178,0.178,75
55453,43714,11739,38286,91,82000,532,1000,0.532,645,0.645,177,0.177,75
55981,44069,11912,38931,92,83000,528,1000,0.528,645,0.645,173,0.173,75
56526,44465,12061,39535,93,84000,545,1000,0.545,604,0.604,149,0.149,75
57076,44859,12217,40141,94,85000,550,1000,0.55,606,0.606,156,0.156,75
57610,45232,12378,40768,95,86000,534,1000,0.534,627,0.627,161,0.161,75
58154,45604,12550,41396,96,87000,544,1000,0.544,628,0.628,172,0.172,75
58693,45990,12703,42010,97,88000,539,1000,0.539,614,0.614,153,0.153,75
59240,46371,12869,42629,98,89000,547,1000,0.547,619,0.619,166,0.166,75
59737,46700,13037,43300,99,90000,497,1000,0.497,671,0.671,168,0.168,75
60258,47058,13200,43942,100,91000,521,1000,0.521,642,0.642,163,0.163,75
60775,47425,13350,44575,101,92000,517,1000,0.517,633,0.633,150,0.15,75
61290,47751,13539,45249,102,93000,515,1000,0.515,674,0.674,189,0.189,75
61812,48088,13724,45912,103,94000,522,1000,0.522,663,0.663,185,0.185,75
62329,48443,13886,46557,104,95000,517,1000,0.517,645,0.645,162,0.162,75
62862,48819,14043,47181,105,96000,533,1000,0.533,624,0.624,157,0.157,75
63380,49147,14233,47853,106,97000,518,1000,0.518,672,0.672,190,0.19,75
63878,49474,14404,48526,107,98000,498,1000,0.498,673,0.673,171,0.171,75
64374,49779,14595,49221,108,99000,496,1000,0.496,695,0.695,191,0.191,75
64886,50135,14751,49865,109,100000,512,1000,0.512,644,0.644,156,0.156,75
65365,50419,14946,50581,110,101000,479,1000,0.479,716,0.716,195,0.195,75
65852,50716,15136,51284,111,102000,487,1000,0.487,703,0.703,190,0.19,75
66340,51027,15313,51973,112,103000,488,1000,0.488,689,0.689,177,0.177,75
66839,51347,15492,52653,113,104000,499,1000,0.499,680,0.68,179,0.179,75
67342,51682,15660,53318,114,105000,503,1000,0.503,665,0.665,168,0.168,75
67849,52030,15819,53970,115,106000,507,1000,0.507,652,0.652,159,0.159,75
68326,52354,15972,54646,116,107000,477,1000,0.477,676,0.676,153,0.153,75
68804,52658,16146,55342,117,108000,478,1000,0.478,696,0.696,174,0.174,75
69297,52980,16317,56020,118,109000,493,1000,0.493,678,0.678,171,0.171,75
69797,53317,16480,56683,119,110000,500,1000,0.5,663,0.663,163,0.163,75
70283,53639,16644,57361,120,111000,486,1000,0.486,678,0.678,164,0.164,75
70768,53953,16815,58047,121,112000,485,1000,0.485,686,0.686,171,0.171,75
71235,54224,17011,58776,122,113000,467,1000,0.467,729,0.729,196,0.196,75
71724,54551,17173,59449,123,114000,489,1000,0.489,673,0.673,162,0.162,75
71869,54638,17231,59660,124,114298,145,298,0.4865771812080537,211,0.7080536912751678,58,0.19463087248322147,75
100,100,0,0,1,100,NA,NA,NA,NA,NA,NA,NA,76
200,200,0,0,2,200,100,100,1,0,0,0,0,76
299,298,1,2,3,300,99,100,0.99,2,0.02,1,0.01,76
398,396,2,4,4,400,99,100,0.99,2,0.02,1,0.01,76
494,488,6,12,5,500,96,100,0.96,8,0.08,4,0.04,76
592,584,8,16,6,600,98,100,0.98,4,0.04,2,0.02,76
690,680,10,20,7,700,98,100,0.98,4,0.04,2,0.02,76
786,772,14,28,8,800,96,100,0.96,8,0.08,4,0.04,76
884,869,15,31,9,900,98,100,0.98,3,0.03,1,0.01,76
981,964,17,36,10,1000,97,100,0.97,5,0.05,2,0.02,76
1944,1901,43,99,11,2000,963,1000,0.963,63,0.063,26,0.026,76
2880,2791,89,209,12,3000,936,1000,0.936,110,0.11,46,0.046,76
3805,3666,139,334,13,4000,925,1000,0.925,125,0.125,50,0.05,76
4697,4478,219,522,14,5000,892,1000,0.892,188,0.188,80,0.08,76
5583,5286,297,714,15,6000,886,1000,0.886,192,0.192,78,0.078,76
6457,6078,379,922,16,7000,874,1000,0.874,208,0.208,82,0.082,76
7318,6850,468,1150,17,8000,861,1000,0.861,228,0.228,89,0.089,76
8166,7595,571,1405,18,9000,848,1000,0.848,255,0.255,103,0.103,76
9007,8342,665,1658,19,10000,841,1000,0.841,253,0.253,94,0.094,76
9844,9064,780,1936,20,11000,837,1000,0.837,278,0.278,115,0.115,76
10686,9805,881,2195,21,12000,842,1000,0.842,259,0.259,101,0.101,76
11474,10468,1006,2532,22,13000,788,1000,0.788,337,0.337,125,0.125,76
12302,11207,1095,2793,23,14000,828,1000,0.828,261,0.261,89,0.089,76
13112,11915,1197,3085,24,15000,810,1000,0.81,292,0.292,102,0.102,76
13908,12595,1313,3405,25,16000,796,1000,0.796,320,0.32,116,0.116,76
14678,13246,1432,3754,26,17000,770,1000,0.77,349,0.349,119,0.119,76
15447,13897,1550,4103,27,18000,769,1000,0.769,349,0.349,118,0.118,76
16194,14508,1686,4492,28,19000,747,1000,0.747,389,0.389,136,0.136,76
16942,15113,1829,4887,29,20000,748,1000,0.748,395,0.395,143,0.143,76
17690,15737,1953,5263,30,21000,748,1000,0.748,376,0.376,124,0.124,76
18448,16365,2083,5635,31,22000,758,1000,0.758,372,0.372,130,0.13,76
19167,16926,2241,6074,32,23000,719,1000,0.719,439,0.439,158,0.158,76
19899,17532,2367,6468,33,24000,732,1000,0.732,394,0.394,126,0.126,76
20622,18110,2512,6890,34,25000,723,1000,0.723,422,0.422,145,0.145,76
21364,18729,2635,7271,35,26000,742,1000,0.742,381,0.381,123,0.123,76
22073,19284,2789,7716,36,27000,709,1000,0.709,445,0.445,154,0.154,76
22772,19853,2919,8147,37,28000,699,1000,0.699,431,0.431,130,0.13,76
23458,20393,3065,8607,38,29000,686,1000,0.686,460,0.46,146,0.146,76
24164,20947,3217,9053,39,30000,706,1000,0.706,446,0.446,152,0.152,76
24833,21458,3375,9542,40,31000,669,1000,0.669,489,0.489,158,0.158,76
25508,21969,3539,10031,41,32000,675,1000,0.675,489,0.489,164,0.164,76
26216,22543,3673,10457,42,33000,708,1000,0.708,426,0.426,134,0.134,76
26895,23079,3816,10921,43,34000,679,1000,0.679,464,0.464,143,0.143,76
27565,23595,3970,11405,44,35000,670,1000,0.67,484,0.484,154,0.154,76
28214,24073,4141,11927,45,36000,649,1000,0.649,522,0.522,171,0.171,76
28891,24597,4294,12403,46,37000,677,1000,0.677,476,0.476,153,0.153,76
29559,25113,4446,12887,47,38000,668,1000,0.668,484,0.484,152,0.152,76
30212,25600,4612,13400,48,39000,653,1000,0.653,513,0.513,166,0.166,76
30893,26133,4760,13867,49,40000,681,1000,0.681,467,0.467,148,0.148,76
31534,26619,4915,14381,50,41000,641,1000,0.641,514,0.514,155,0.155,76
32198,27143,5055,14857,51,42000,664,1000,0.664,476,0.476,140,0.14,76
32867,27680,5187,15320,52,43000,669,1000,0.669,463,0.463,132,0.132,76
33524,28186,5338,15814,53,44000,657,1000,0.657,494,0.494,151,0.151,76
34130,28623,5507,16377,54,45000,606,1000,0.606,563,0.563,169,0.169,76
34754,29093,5661,16907,55,46000,624,1000,0.624,530,0.53,154,0.154,76
35376,29550,5826,17450,56,47000,622,1000,0.622,543,0.543,165,0.165,76
35999,30006,5993,17994,57,48000,623,1000,0.623,544,0.544,167,0.167,76
36618,30460,6158,18540,58,49000,619,1000,0.619,546,0.546,165,0.165,76
